A/Yaroslavl/48-S/2017				EPI1050919		EPI1050920		
A/Norway/2603/2017				EPI1043054		EPI1043055		
A/California/179/2016	EPI1039184	EPI1039185	EPI1039183	EPI1039187	EPI1039180	EPI1039186		EPI1039180
A/SantaCatarina/451/2017				EPI1045705		EPI1045704		
A/Yaroslavl/RII613S/2016	EPI886346		EPI886345	EPI886348	EPI886342	EPI886347		EPI886342
A/Odesa/68/2017				EPI1036391		EPI1036392		
A/Moscow/32/2017				EPI1050895		EPI1050896		
352114								
A/Novosibirsk/40/2017		EPI1039153		EPI1039155	EPI1039150	EPI1039154		EPI1039150
A/Serbia/7997/2016				EPI1054489		EPI1054490		
A/Adana/A22/2017				EPI1045201		EPI1045200		
A/Bulgaria/42/2017				EPI1046391		EPI1046392		
350988								
A/Algeria/142/2017				EPI1001778		EPI1001779		
A/Algeria/126/2016				EPI978910		EPI978911		
350151								
362818								
353148								
A/SaudiArabia/252925/2017				EPI1050881		EPI1050882		
A/Singapore/KK0076/2017	EPI957287	EPI957288	EPI957286	EPI957290	EPI957283	EPI957289		EPI957283
A/Istanbul/485/2017				EPI1045243		EPI1045242		
A/Ardahan/E4/2017				EPI1045209		EPI1045208		
A/Mugla/528/2017				EPI1045245		EPI1045244		
A/Bulgaria/545/2017				EPI1001850		EPI1001851		
A/Mugla/90/2017				EPI1045233		EPI1045232		
A/Mugla/4219/2016				EPI1045229		EPI1045228		
353214								
A/England/70600063/2017	EPI1024667	EPI1024668	EPI1024666	EPI1024670	EPI1024663	EPI1024669		EPI1024663
354972								
354540								
353248								
352743								
353230								
352180								
A/Macedonia/14/2017	EPI976588	EPI979508	EPI976587	EPI976589	EPI976584	EPI979509		EPI976584
A/NordrheinWestfalen/118/2017				EPI975640		EPI978776		
350449								
351476								
350716								
19471719								
350290								
362033								
362167								
362235								
362643								
351772								
352909								
A/Kosovo/987/2016				EPI1015785		EPI1015786		
362663								
362929								
19761763								
350238								
A/Texas/237/2017	EPI1114166	EPI1114167	EPI1114165	EPI1114169	EPI1114162	EPI1114168		EPI1114162
A/Greece/726/2016				EPI967221		EPI967222		
A/Saint-Etienne/1294/2017	EPI1321695	EPI1321815	EPI1321935	EPI1322055	EPI1322175	EPI1322295		EPI1322175
351498								
351188								
350848								
352690								
A/Bolivia/867/2017	EPI1088113	EPI1088114	EPI1088112	EPI1088116	EPI1088109	EPI1088115		EPI1088109
362776								
352927								
350845								
19569716								
350697								
350291								
362171								
351303								
362507								
350185								
350475								
362632								
350756								
A/Tunis/14647/2016				EPI991714		EPI978729		
A/Tunis/14115/2016				EPI913817		EPI913818		
A/Tunisia/1923/2017				EPI991744		EPI991745		
A/Tunisia/1375/2017				EPI991730		EPI991731		
A/Tunisia/2204/2017				EPI991755		EPI991756		
A/Tunisia/621/2017				EPI991773		EPI991774		
A/Tunisia/755/2017				EPI991788		EPI991789		
A/Tanzania/2496/2017	EPI1016570	EPI1016571	EPI1016569	EPI1016573	EPI1016566	EPI1016572		EPI1016566
A/Tanzania/4393/2017	EPI1016770	EPI1016771	EPI1016769	EPI1016773	EPI1016766	EPI1016772		EPI1016766
A/Tanzania/2460/2017	EPI1016578	EPI1016579	EPI1016577	EPI1016581	EPI1016574	EPI1016580		EPI1016574
A/Tanzania/756/2017	EPI1016650	EPI1016651	EPI1016649	EPI1016653	EPI1016646	EPI1016652		EPI1016646
A/Tanzania/4357/2017	EPI1016706	EPI1016707	EPI1016705	EPI1016709	EPI1016702	EPI1016708		EPI1016702
A/Tanzania/4355/2017	EPI1016690	EPI1016691	EPI1016689	EPI1016693	EPI1016686	EPI1016692		EPI1016686
A/Tanzania/2549/2017	EPI1016602	EPI1016603	EPI1016601	EPI1016605	EPI1016598	EPI1016604		EPI1016598
A/Tanzania/4390/2017	EPI1016762	EPI1016763	EPI1016761	EPI1016765	EPI1016758	EPI1016764		EPI1016758
A/Kyrgyzstan/13/2017				EPI917212		EPI917213		
350570								
A/Kyrgyzstan/15S/2016				EPI891698		EPI891699		
A/Kyrgyzstan/30/2016				EPI978688		EPI978689		
350713								
352016								
352076								
352042								
19635215								
A/Aktau/ZVL84/2016				EPI978596		EPI978597		
A/England/73160661/2017	EPI1112321	EPI1112322	EPI1112320	EPI1112324	EPI1112317	EPI1112323		EPI1112317
A/Israel/C-758/2017				EPI943242		EPI943243		
A/England/70780304/2017	EPI1024779	EPI1024780	EPI1024778	EPI1024782	EPI1024775	EPI1024781		EPI1024775
A/England/71180496/2017	EPI1024835	EPI1024836	EPI1024834	EPI1024838	EPI1024831	EPI1024837		EPI1024831
A/Antsirabe/2096/2017				EPI1050815		EPI1050816		
A/Antananarivo/2103/2017				EPI1050807		EPI1050808		
A/NovgorogVelikiy/82/2017				EPI1050903		EPI1050904		
A/Moramanga/1907/2017				EPI1050861		EPI1050862		
A/NosyBe/2222/2017	EPI1038822	EPI1038824	EPI1038820	EPI1038829	EPI1038815	EPI1038825		EPI1038815
A/Antananarivo/2400/2017	EPI1085993	EPI1085994	EPI1085992	EPI1085996	EPI1085989	EPI1085995		EPI1085989
A/Toamasina/2757/2017				EPI1050893		EPI1050894		
A/Antananarivo/2450/2017	EPI1038837	EPI1038839	EPI1038835	EPI1038845	EPI1038831	EPI1038840		EPI1038831
A/Fianarantsoa/2442/2017				EPI1050827		EPI1050828		
A/Antananarivo/1998/2017	EPI1039007	EPI1039011	EPI1039006	EPI1039016	EPI1039001	EPI1039013		EPI1039001
19642196								
19447832								
19544631								
19544630								
19520912								
351057								
19529180								
351028								
351144								
19545781								
19559415								
19537242								
19569082								
19524719								
19524708								
350984								
19524706								
A/Jordan/30308/2016				EPI887393		EPI887394		
351937								
A/Austria/964923/2017				EPI954548		EPI954549		
A/Qatar/47-VI-17-0001116/2017				EPI991703		EPI991704		
A/Kyrgyzstan/7/2017				EPI978692		EPI978693		
A/Kosovo/952/2016				EPI1015773		EPI1015774		
A/Kosovo/1004/2016				EPI1015745		EPI1015746		
A/Kyrgyzstan/15/2017				EPI917214		EPI917215		
352987								
A/Vermont/3/2017	EPI925566	EPI925567	EPI925565	EPI925569	EPI925562	EPI925568		EPI925562
A/England/65020051/2016				EPI1030363		EPI1030362		
362056								
A/Estonia/103987/2016				EPI894032		EPI894033		
362151								
A/SaudiArabia/256339/2017				EPI1050885		EPI1050886		
A/Indonesia/Nihrd-Plb499/2017	EPI1130200	EPI1130201	EPI1130199	EPI1130203	EPI1130196	EPI1130202		EPI1130196
350471								
A/Catalonia/NSVH100535694/2017						EPI873693		
352974								
A/Tunisia/1596/2017				EPI991738		EPI991739		
353343								
19771778								
351231								
A/Tunisia/1935/2017				EPI991751		EPI991752		
352745								
A/Basel/USB0030366/2017						EPI1570470		
350870								
A/Bulgaria/217/2017				EPI1042988		EPI1042989		
A/Norway/2149/2017				EPI1043050		EPI1043051		
A/Tunisia/2476/2017				EPI991763		EPI991764		
A/Antalya/2040/2016				EPI1013065		EPI1013066		
362746								
362725								
362922								
350298								
350391								
350457								
350088								
A/England/70360040/2017	EPI1024355	EPI1024356	EPI1024354	EPI1024358	EPI1024351	EPI1024357		EPI1024351
A/Basel/USB0023246/2017						EPI1570156		
A/Phuket/421/2016	EPI925084	EPI925085	EPI925083	EPI925087	EPI925080	EPI925086		EPI925080
A/South-Africa/VW0105/2016				EPI859059		EPI859060		
A/South-Africa/VW0067/2016				EPI829361		EPI829362		
A/Antsirabe/3541/2016	EPI865291	EPI865292	EPI865290	EPI865294	EPI865287	EPI865293		EPI865287
A/SriLanka/32/2016				EPI903907		EPI903906		
A/Oman/7488/2016				EPI978710		EPI978711		
A/Bahrain/786/2016	EPI955676	EPI955677	EPI955675	EPI955679	EPI955672	EPI955678		EPI955672
A/Oman/6411/2016				EPI978706		EPI978707		
A/California/145/2016	EPI862630	EPI862631	EPI862629	EPI862633	EPI862626	EPI862632		EPI862626
A/Catalonia/NSVH100518717/2016				EPI864099		EPI864098		
A/CzechRepublic/178/2017				EPI967191		EPI967192		
350766								
351119								
A/Perth/77/2016				EPI919453		EPI919452		
A/Perth/71/2016				EPI836633		EPI836632		
A/Kenya/14/2017				EPI1073213		EPI1073241		
A/Kenya/9/2017				EPI1073211		EPI1073239		
A/Kenya/10/2017				EPI1073220		EPI1073148		
A/Kenya/3/2017				EPI1073223		EPI1073151		
A/Norway/4105/2016				EPI867130		EPI867131		
350747								
A/Tunisia/636/2017				EPI991775		EPI991776		
A/Tunisia/1028/2017				EPI991716		EPI991717		
A/Michigan/100/2016	EPI857435	EPI857436	EPI857434	EPI857438	EPI857431	EPI857437		EPI857431
A/Oman/8000/2016				EPI978718		EPI978719		
A/Oman/7434/2016				EPI978708		EPI978709		
A/Oman/5827/2016				EPI978704		EPI978705		
A/Niedersachsen/180/2017				EPI975645		EPI978781		
A/MecklenburgVorpommern/14/2017				EPI975684		EPI978819		
A/Acre/145969-IEC/2017				EPI1045802		EPI1045801		
A/Concepcion/32432/2017				EPI1006147		EPI1006148		
A/Ovalle/47167/2017				EPI1047969		EPI1047989		
A/Acre/146639-IEC/2017	EPI1048487	EPI1048489	EPI1048486	EPI1048496	EPI1048482	EPI1045807		EPI1048482
A/Acre/146382-IEC/2017				EPI1045804		EPI1045803		
A/RioGrandedoSul/1893/2016						EPI1040828		
350209								
A/Slovenia/2657/2016				EPI884188		EPI967250		
354099								
A/Basel/USB0033116/2017						EPI1570513		
354324								
A/Basel/USB0033146/2017						EPI1570514		
A/India/8221/2016	EPI832090	EPI832091	EPI832089	EPI832093	EPI832086	EPI832092		EPI832086
A/Oman/5468/2016	EPI832514	EPI832515	EPI832513	EPI832517	EPI832510	EPI832516		EPI832510
A/Sapporo/93/2016	EPI873183	EPI873184	EPI873182	EPI873186	EPI873179	EPI873185		EPI873179
A/Catalonia/NSVH110400843/2016				EPI864111		EPI864110		
A/Niigata/174/2017				EPI997205		EPI997202		
A/Kanagawa/IC1622/2017				EPI917334		EPI917333		
A/SaudiArabia/192343/2016				EPI867210		EPI867211		
A/Sydney/1035/2016				EPI836777		EPI836776		
352712								
362404								
A/Norway/4112/2016				EPI867132		EPI867133		
A/Philippines/687/2016	EPI896917	EPI896918	EPI896916	EPI896920	EPI896913	EPI896919		EPI896913
A/Algeria/85/2016				EPI978918		EPI978919		
A/Catalonia/NSVH100547321/2017				EPI909666		EPI909665		
A/Madrid/3014/2016				EPI894092		EPI894093		
A/Kanagawa/AC1609/2016	EPI867765	EPI867766	EPI867764	EPI867768	EPI867761	EPI887543		EPI867761
A/Tokyo/EH1603/2016	EPI867725	EPI867726	EPI867724	EPI867832	EPI867721	EPI867727		EPI867721
A/Santiago/33314/2017	EPI1016498	EPI1016499	EPI1016497	EPI1016501	EPI1016494	EPI1016500		EPI1016494
A/LaRioja/2991/2016				EPI967223		EPI967224		
A/Ecuador/822/2017	EPI1035292	EPI1035293	EPI1035291	EPI1035295	EPI1035288	EPI1035294		EPI1035288
A/Catalonia/576683S/2016				EPI873644		EPI873645		
A/Catalonia/NSVH100558647/2017				EPI926508		EPI926507		
A/Michigan/247/2017	EPI1113963	EPI1113964	EPI1113962	EPI1113966	EPI1113959	EPI1113965		EPI1113959
A/Sydney/80/2017				EPI1046768		EPI1046767		
A/Florida/40/2017	EPI1016205	EPI1016206	EPI1016204	EPI1016208	EPI1016201	EPI1016207		EPI1016201
A/SouthAustralia/1002/2017				EPI1022268		EPI1022267		
A/Newcastle/52/2017				EPI1046601		EPI1046600		
A/SouthAustralia/68/2017				EPI1022421		EPI1022420		
A/Uruguay/14/2017	EPI1035615	EPI1035616	EPI1035614	EPI1035618	EPI1035611	EPI1035617		EPI1035611
19645446								
A/Catalonia/NSVH110528323/2017				EPI1081909		EPI1081908		
A/Thuringen/169/2017				EPI1040762		EPI1040763		
19583423								
19766983								
A/Talca/47223/2017				EPI1048077		EPI1048078		
352068								
351070								
350629								
A/Toyama/91/2016				EPI969292		EPI969291		
A/Brisbane/299/2016-egg				EPI1021981		EPI1021980		
A/Bangladesh/8007/2017	EPI1056941	EPI1056942	EPI1056940	EPI1056944	EPI1056937	EPI1056943		EPI1056937
351103								
A/Honduras/467/2017	EPI1056352	EPI1056353	EPI1056351	EPI1056355	EPI1056348	EPI1056354		EPI1056348
A/Guatemala/1478/2017	EPI1049260	EPI1089417	EPI1049259	EPI1049263	EPI1049254	EPI1049262		EPI1049254
A/California/60/2017	EPI1042572	EPI1042573	EPI1042571	EPI1042575	EPI1042568	EPI1042574		EPI1042568
A/Alaska/21/2017	EPI1039295	EPI1039296	EPI1039294	EPI1039298	EPI1039291	EPI1039297		EPI1039291
A/Honduras/239/2017	EPI1035387	EPI1035388	EPI1035386	EPI1035390	EPI1035383	EPI1035389		EPI1035383
A/Sweden/42/2017	EPI975086	EPI975085	EPI975083	EPI975090	EPI975084	EPI975089		EPI975084
A/Guatemala/184/2017	EPI1049053	EPI1049055	EPI1049051	EPI1049059	EPI1049046	EPI1049056		EPI1049046
19779336								
A/Victoria/2165/2016				EPI919479		EPI919478		
350364								
A/Toyama/95/2016				EPI969294		EPI969293		
A/Saitama/108/2016				EPI867808		EPI867807		
A/Kanagawa/IC1619/2017-egg				EPI1081731		EPI1081730		
A/Kanagawa/IC1619/2017	EPI917444	EPI917445	EPI917443	EPI917447	EPI917440	EPI917446		EPI917440
A/Kobe/620/2016				EPI952553		EPI952551		
A/Fukuoka/16241/2016	EPI873151	EPI873152	EPI873150	EPI873154	EPI873147	EPI873153		EPI873147
A/Catalonia/NSVH100533493/2017				EPI873688		EPI873687		
A/Catalonia/NSVH100541738/2017				EPI882003		EPI882002		
A/Kanagawa/IC1627/2017				EPI943184		EPI943183		
A/Wisconsin/77/2016	EPI836599	EPI836600	EPI836598	EPI836602	EPI836595	EPI836601		EPI836595
A/Dnipro/245/2017	EPI1017093	EPI1017094	EPI1017092	EPI1017096	EPI1017089	EPI1017095		EPI1017089
A/London/16U729646-88_S40_L001/2016	EPI1042181	EPI1042182	EPI1042183	EPI1042184	EPI1042185	EPI1042186		EPI1042185
A/Algeria/52/2016				EPI978914		EPI978915		
A/Dnipro/748/2016	EPI897136	EPI897137	EPI897135	EPI897139	EPI897132	EPI897138		EPI897132
A/Tanzania/1753/2017	EPI1016777	EPI1047626	EPI1016776	EPI1016779	EPI1016774	EPI1047627		EPI1016774
A/Tanzania/4373/2017	EPI1016746	EPI1016747	EPI1016745	EPI1016749	EPI1016742	EPI1016748		EPI1016742
A/Iwate/65/2017				EPI1086408		EPI1086407		
A/Lisbon/13/2017				EPI1050833		EPI1050834		
A/Philippines/685/2016	EPI896910		EPI896909	EPI896912	EPI896906	EPI896911		EPI896906
350990								
A/Dnipro/741/2016				EPI1001856		EPI1001857		
A/Austria/964581/2017				EPI954512		EPI954513		
A/NordrheinWestfalen/123/2017				EPI975850		EPI978821		
A/Dnipro/693/2016	EPI897072	EPI897073	EPI897071	EPI897075	EPI897068	EPI897074		EPI897068
A/Dnipro/725/2016	EPI897096	EPI897097	EPI897095	EPI897099	EPI897092	EPI897098		EPI897092
A/Dnipro/720/2016				EPI1010428		EPI1010429		
A/Dnipro/243/2017				EPI1036307		EPI1036308		
A/Kyiv/928/2016				EPI1001882		EPI1001883		
A/Dnipro/732/2016	EPI897120	EPI897121	EPI897119	EPI897123	EPI897116	EPI897122		EPI897116
A/Dnipro/727/2016				EPI1010432		EPI1010433		
A/Dnipro/733/2016				EPI1010434		EPI1010435		
A/Dnipro/743/2016				EPI1001858		EPI1001859		
A/Bremen/13/2016				EPI967183		EPI967184		
A/Tottori/19/2017				EPI1139948		EPI1139947		
A/Florida/101/2016	EPI870705	EPI870706	EPI870704	EPI870708	EPI870701	EPI870707		EPI870701
353180								
351869								
A/Kentucky/15/2017	EPI970271	EPI964544	EPI964542	EPI964546	EPI964539	EPI964545		EPI964539
A/Brandenburg/19/2017				EPI975615		EPI978753		
19622548								
354514								
A/Basel/USB0033166/2017						EPI1570516		
A/England/71180498/2017	EPI1029650	EPI1029651	EPI1029649	EPI1029653	EPI1029646	EPI1029652		EPI1029646
A/NorthernIreland/71380470/2017	EPI1029658	EPI1029659	EPI1029657	EPI1029661	EPI1029654	EPI1029660		EPI1029654
A/PuertoRico/15/2017	EPI1042612	EPI1042613	EPI1042611	EPI1042615	EPI1042608	EPI1042614		EPI1042608
A/England/70780310/2017	EPI1029458	EPI1029459	EPI1029457	EPI1029461	EPI1029454	EPI1029460		EPI1029454
A/RioGrandedoSul/1895/2016				EPI1040830		EPI1040829		
A/Ecuador/823/2017	EPI1035300	EPI1035301	EPI1035299	EPI1035303	EPI1035296	EPI1035302		EPI1035296
350213								
351533								
A/Hessen/48/2017				EPI1040720		EPI1040721		
352707								
352529								
19760554								
352898								
352282								
352966								
19692822								
352967								
A/Honduras/111/2017	EPI1026907	EPI1026908	EPI1026906	EPI1026910	EPI1026903	EPI1026909		EPI1026903
362553								
A/Ceara/145603-IEC/2017	EPI1048381	EPI1048383	EPI1048379	EPI1048386	EPI1048375	EPI1048384		EPI1048375
A/Kanagawa/IC1651/2017				EPI990916		EPI990915		
A/StPetersburg/RII100S/2016	EPI886011	EPI886012	EPI886010	EPI886014	EPI886007	EPI886013		EPI886007
351862								
350254								
A/Basel/USB0015936/2017						EPI1570119		
350007								
350698								
350750								
A/Sydney/103/2017				EPI1022463		EPI1022462		
A/SouthAustralia/59/2017				EPI1021930		EPI1021929		
A/SouthAustralia/115/2017				EPI1031599		EPI1031598		
A/SouthAustralia/92/2017				EPI1031512		EPI1031511		
A/SouthAustralia/185/2017				EPI1057218		EPI1057217		
A/SouthAustralia/85/2017				EPI1031494		EPI1031493		
A/Perth/71/2017				EPI1031548		EPI1031547		
A/Norway/478/2017				EPI906173		EPI1015896		
19666198								
A/Yokohama/179/2016	EPI917372	EPI917373	EPI917371	EPI917375	EPI917368	EPI917374		EPI917368
A/Hiroshima-C/2/2017				EPI1002862		EPI1002861		
A/Ceara/146539-IEC/2017				EPI1045856		EPI1045855		
A/Ceara/146225-IEC/2017	EPI1048472	EPI1048473	EPI1048470	EPI1048480	EPI1048466	EPI1045849		EPI1048466
A/Ceara/146464-IEC/2017				EPI1045854		EPI1045853		
A/Birobidjan/92/2017	EPI1038976	EPI1038978	EPI1038974	EPI1038984	EPI1038970	EPI1038980		EPI1038970
A/NovgorogVelikiy/65/2017	EPI1038817	EPI1038821	EPI1038816	EPI1038826	EPI1038812	EPI1038823		EPI1038812
A/Amapa/146414-IEC/2017	EPI1056432	EPI1056433	EPI1056431	EPI1056435	EPI1056428	EPI1056434		EPI1056428
A/Tokyo/EH1605/2017	EPI909571	EPI909572	EPI909570	EPI909574	EPI909567	EPI909573		EPI909567
A/London/17U056092-53_S5_L001/2017	EPI1046463	EPI1046464	EPI1046465	EPI1046466	EPI1046467	EPI1046468		EPI1046467
A/Vasteras/3/2016	EPI858679	EPI858678	EPI858676	EPI858683	EPI858677	EPI858682		EPI858677
A/HongKong/2298/2016	EPI836488	EPI836489	EPI836487	EPI836491	EPI836484	EPI836490		EPI836484
A/Yunnan-Mengzi/1646/2016				EPI829525		EPI829524		
A/Brisbane/28/2017				EPI1022367		EPI1022366		
A/Taiwan/789/2016				EPI901610		EPI901609		
A/Chongqing-Banan/1423/2016				EPI885642		EPI885641		
A/Shandong-Zhifu/1175/2017				EPI1067710		EPI1067755		
A/Anhui-Jinghu/611/2017				EPI885423		EPI885422		
A/Taiwan/928/2016	EPI904099	EPI904100	EPI904098	EPI904102	EPI904095	EPI904101		EPI904095
A/Ningxia-Yuanzhou/1657/2016	EPI976572	EPI976573	EPI976571	EPI976575	EPI976568	EPI976574		EPI976568
A/Shanghai-Pudongxin/11154/2016				EPI829528		EPI829527		
A/Jiangxi-Zhushan/1560/2016				EPI829522		EPI829521		
A/HongKong/2302/2016	EPI836496	EPI836497	EPI836495	EPI836499	EPI836492	EPI836498		EPI836492
A/Jiangxi-Zhushan/1680/2016				EPI885822		EPI885821		
A/Hunan-Yuhua/11799/2016				EPI885651		EPI885650		
350911								
A/Shimane/64/2016				EPI917320		EPI917319		
A/Shandong-Zhifu/1159/2017				EPI1067711		EPI1067756		
A/Neimenggu-Kundoulun/15/2017				EPI885417		EPI885416		
A/Liaoning-Mingshan/1188/2017				EPI1030273		EPI1030272		
A/Shandong-Zhifu/164/2017				EPI1067698		EPI1067743		
A/Norway/4293/2016				EPI860229		EPI860230		
A/Guangxi-Jinchengjiang/1996/2016				EPI885561		EPI885560		
A/Norway/1335-2/2017				EPI1036117		EPI1036118		
A/Antananarivo/1563/2017				EPI1050803		EPI1050804		
A/Shandong-Zhifu/149/2017				EPI1067697		EPI1067742		
A/Shandong-Rencheng/112/2017				EPI885414		EPI885413		
A/Shandong-Fushan/1183/2017				EPI1067709		EPI1067754		
A/Brisbane/318/2016				EPI919300		EPI919299		
A/Poitiers/2239/2016	EPI907436	EPI907437	EPI907435	EPI979008	EPI907432	EPI907438		EPI907432
A/Tasmania/194/2016				EPI892906		EPI892905		
A/WestVirginia/4/2017	EPI972554	EPI972555	EPI981039	EPI972557	EPI972550	EPI972556		EPI972550
A/Kanagawa/201/2017				EPI1010353		EPI1010352		
A/Hunan-Louxin/1333/2017				EPI1062913		EPI1062912		
A/Guangdong-Futian/1582/2016				EPI829519		EPI829518		
A/Beijing-Xicheng/1136/2017				EPI943968		EPI943967		
A/Guangxi-Gangbei/1207/2017				EPI1030276		EPI1030275		
A/Guangdong-Zhenjiang/1326/2017				EPI1029916		EPI1029915		
A/SouthAustralia/35/2017				EPI1022148		EPI1022147		
A/Honduras/446/2017	EPI1056336	EPI1056337	EPI1056335	EPI1056339	EPI1056332	EPI1056338		EPI1056332
A/Alabama/7/2017	EPI925653	EPI925654	EPI925652	EPI925656	EPI925649	EPI925655		EPI925649
A/Michigan/55/2017	EPI1008371	EPI1008372	EPI1008370	EPI1008374	EPI1008367	EPI1008373		EPI1008367
A/Utah/31/2017	EPI1026899	EPI1026900	EPI1026898	EPI1026902	EPI1026895	EPI1026901		EPI1026895
A/Michigan/166/2017	EPI1122623	EPI1122624	EPI1122622	EPI1122626	EPI1122619	EPI1122625		EPI1122619
A/NewMexico/18/2017	EPI984186	EPI984187	EPI984185	EPI984189	EPI984182	EPI984188		EPI984182
A/Michigan/146/2017	EPI1115919	EPI1115920	EPI1115918	EPI1115922	EPI1115915	EPI1115921		EPI1115915
A/Kawasaki/109/2016	EPI855468	EPI855469	EPI855467	EPI854236	EPI855464	EPI854235		EPI855464
A/Shandong-Zhifu/162/2017				EPI1067696		EPI1067741		
A/Shaanxi-Weibin/5161/2017				EPI1030342		EPI1030341		
A/Shandong-Fushan/1721/2016				EPI1067701		EPI1067746		
A/Tianjin-Baodi/1165/2017				EPI1030270		EPI1030269		
A/HongKong/2271/2016				EPI858887		EPI858888		
A/Israel/R-670/2017				EPI995854		EPI995855		
A/Beijing-Chaoyang/12907/2016				EPI885636		EPI885635		
A/Singapore/CGH0011/2016	EPI873989	EPI873990	EPI873988	EPI873992	EPI873985	EPI873991		EPI873985
A/HongKong/235/2017	EPI960545	EPI960546		EPI960548	EPI960542	EPI960547		EPI960542
A/Paris/1006/2017	EPI940779	EPI940780	EPI940778	EPI1054475	EPI940775	EPI1054476		EPI940775
A/Shandong-Zhifu/1174/2017				EPI1067708		EPI1067753		
A/Jilin-Longshan/15/2017				EPI885420		EPI885419		
A/Pennsylvania/137/2016	EPI1128524	EPI1128525	EPI1128523	EPI1128527	EPI1128520	EPI1128526		EPI1128520
A/Zhejiang-Haishu/11068/2017				EPI1062721		EPI1062720		
A/England/72720745/2017	EPI1112265	EPI1112266	EPI1112264	EPI1112268	EPI1112261	EPI1112267		EPI1112261
A/NovgorogVelikiy/66/2017	EPI1038836		EPI1038832	EPI1038841	EPI1038827	EPI1038838		EPI1038827
A/Kazakhstan/6793/2017	EPI1027019	EPI1027020	EPI1027018	EPI1027022	EPI1027015	EPI1027021		EPI1027015
A/Anhui-Yaohai/1307/2017				EPI1029994		EPI1029993		
19828012								
A/Singapore/GP0423/2017	EPI1023519	EPI1023520	EPI1023518	EPI1023522	EPI1023515	EPI1023521		EPI1023515
A/Singapore/TT0292/2017	EPI1023765	EPI1023766	EPI1023764	EPI1023768	EPI1023761	EPI1023767		EPI1023761
A/Fujian-Gulou/11611/2016				EPI885795		EPI885794		
A/Singapore/TT0046/2017	EPI957335	EPI957336	EPI957334	EPI957338	EPI957331	EPI957337		EPI957331
A/Timor-Leste/1/2017	EPI1326195	EPI1326196	EPI1326194	EPI1326198	EPI1326191	EPI1326197		EPI1326191
A/Timor-Leste/2/2018				EPI1313391		EPI1313390		
A/Singapore/GP0209/2017	EPI957204	EPI957205	EPI957203	EPI957207	EPI957200	EPI957206		EPI957200
A/Anhui-Xuanzhou/1179/2017				EPI1030195		EPI1030194		
350971								
350273								
A/BadenWurttemberg/8/2017				EPI944429		EPI944428		
351426								
351774								
352364								
352628								
352249								
A/Switzerland/19347103/2016				EPI894126		EPI894127		
352702								
352454								
352061								
352729								
350640								
19734840								
350191								
350242								
19708795								
19604198								
A/Guangdong-Dongwanbendi/5342/2016				EPI885792		EPI885791		
A/Hunan-Jishou/1912/2017				EPI1029997		EPI1029996		
A/Finland/656/2016				EPI868158		EPI868204		
A/HongKong/3114/2017				EPI1043925		EPI1043926		
A/Bayern/74/2016				EPI873820		EPI874751		
A/Picardie/2850/2016				EPI861400	EPI861395	EPI861399		EPI861395
A/Taiwan/805/2016	EPI912925	EPI912926	EPI912924	EPI912928	EPI912921	EPI912927		EPI912921
A/Taiwan/938/2016	EPI904107	EPI904108	EPI904106	EPI904110	EPI904103	EPI904109		EPI904103
A/Taiwan/844/2016				EPI901632		EPI901631		
A/Chongqing-Yuzhong/11421/2016				EPI885564		EPI885563		
A/Singapore/GP2539/2016	EPI873901	EPI873902	EPI873900	EPI873904	EPI873897	EPI873903		EPI873897
A/Beijing-Xicheng/12534/2016				EPI885813		EPI885812		
A/Gansu-Chengguan/11177/2016				EPI885576		EPI885575		
A/Shandong-Zhifu/150/2017				EPI1067695		EPI1067740		
A/Guangdong-Chikan/1496/2017				EPI1062469		EPI1062468		
A/Shaanxi-Hanbin/11305/2016-egg				EPI943956		EPI943955		
A/Hunan-Zhuhui/1502/2017				EPI1062523		EPI1062522		
A/Washington/102/2016	EPI879687	EPI879688	EPI879686	EPI879690	EPI879683	EPI879689		EPI879683
350609								
19456690								
350173								
362372								
362556								
350098								
362435								
362399								
A/Dnipro/716/2016	EPI897088	EPI897089	EPI897087	EPI897091	EPI897084	EPI897090		EPI897084
A/Shandong-Zhifu/1158/2017				EPI1067707		EPI1067752		
A/Shandong-Zhifu/1125/2017				EPI1067712		EPI1067757		
A/Hokkaido/16/2017				EPI1002850		EPI1002849		
A/Sapporo/107/2016	EPI917404	EPI917405	EPI917403	EPI917407	EPI917400	EPI917406		EPI917400
A/HongKong/2262/2016				EPI858885		EPI858886		
A/Lyon/2397/2016	EPI1321643	EPI1321763	EPI1321883	EPI1322003	EPI1322123	EPI1322243		EPI1322123
352160								
353358								
362512								
351748								
350432								
353155								
362497								
351608								
350117								
361867								
19673317								
19746866								
A/Tianjin-Nankai/1774/2016				EPI885825		EPI885824		
A/Taiwan/796/2016				EPI901614		EPI901613		
A/Brisbane/72/2017				EPI1022193		EPI1022192		
A/Brisbane/321/2016				EPI919282		EPI919281		
A/Brisbane/34/2017				EPI1022379		EPI1022378		
A/Taiwan/848/2016	EPI912909	EPI912910	EPI912908	EPI912912	EPI912905	EPI912911		EPI912905
351613								
A/Latvia/2-056748/2017				EPI1013137		EPI1013138		
A/Norway/1478/2017				EPI1036125		EPI1036126		
A/Finland/655/2016				EPI879386		EPI991189		
A/Guizhou-Honghuagang/1840/2016				EPI885858		EPI885857		
